"Time","10.244.1.173:32000","10.244.20.254:32000","10.244.21.15:32000","10.244.22.190:32000","10.244.23.28:32000","10.244.24.156:32000","10.244.25.199:32000","10.244.26.148:32000","10.244.28.200:32000","10.244.29.56:32000","10.244.30.88:32000","10.244.31.26:32000","10.244.32.247:32000","10.244.33.120:32000","10.244.34.173:32000","10.244.36.32:32000","10.244.37.129:32000","10.244.38.32:32000","10.244.39.131:32000"
1748378880000,10.132754757226007,14.758546289972912,13.086406987794009,10.419380886965342,12.45960675952537,11.530051389212352,10.610004086717185,10.79747608285696,10.866635581340729,10.473906323625497,12.5689756958378,11.898797126496206,10.84301548372675,10.785826090082034,12.174927337640309,11.160036829692215,10.364308680088824,10.762935937015317,12.496738011885947
1748378885000,10.135856733972998,14.788728926930938,13.087884114487167,10.417829903937527,12.464062756189035,11.551912853507016,10.582061773438308,10.938073925267238,10.869737548923691,10.475457305889647,12.524809585966107,11.898797126496206,10.846117448255047,10.807835266973285,12.184233240389194,11.160036829692215,10.414949506885874,10.765988665514508,12.496738011885947
1748378890000,10.138958710719988,14.78567619692866,13.087884114487167,10.419380886965342,12.478021596566371,11.53499976119797,10.592844798298351,10.941126653766426,10.872839516506652,10.477008288153794,12.530865808389985,11.854680275927267,10.849219412783343,10.813891483433293,12.041764300686028,11.163138795747845,10.422704422024944,10.765988665514508,12.49828899491376
1748378895000,10.149815629334459,14.768713850383733,13.087884114487167,10.420931869993156,12.48112356109467,11.544674936274324,10.602076840130579,10.941126653766426,10.872839516506652,10.477008288153794,12.466241483744952,11.84611294110696,10.856974324104085,10.912858923145627,12.052621187226393,11.119662033412606,10.440651511346795,10.771847934730696,12.431202824266238
1748378900000,10.157570571201937,14.787768794107642,13.090986080542793,10.447298581465999,12.47425492535344,11.545610449386032,10.60672978921402,10.941939073447662,10.872839516506652,10.439809332580326,12.470894435119394,11.850716652633963,10.864729235424827,10.912858923145627,12.12086447405155,11.130642008498402,10.447200106353122,10.738415633908922,12.364116653618714
1748378905000,10.169953859326831,14.802220024037787,13.094063427820204,10.448849564493813,12.51849484803082,11.524019791518441,10.60983175526965,10.942357592677391,10.828919594538371,10.385081815545371,12.486059609969429,11.857782241982894,10.866280217688978,10.912858923145627,12.188960048134659,11.180125752719144,10.451853055436565,10.716012545729381,12.4182533469229
1748378910000,10.180712302489017,14.762165252153036,13.094038809041987,10.440011423113093,12.544147602304514,11.534728954770895,10.611382738297463,10.899373205906537,10.834778866639521,10.394756990621728,12.487561356180226,11.853941712580687,10.910987896922212,10.915960887673926,12.188960048134659,11.184778701802585,10.451853055436565,10.717514291200755,12.42123221908743
1748378915000,11.076888156012691,14.946141472371071,13.306671196521858,11.307306360999917,13.225053435031814,12.406134799561393,11.323628610959295,11.96145191706426,11.955844722396058,11.449326455178335,13.486518011845577,12.738395938886343,11.92510872878047,11.792388960748331,13.02683595859907,12.100375682555626,11.225670492424802,11.67363378090272,13.268536709060202
1748378920000,11.940665585734452,16.147218396735745,14.115841199032975,12.237182233120134,14.43774923423328,13.370008729814458,12.251682693491286,13.029709941555021,13.043724448772975,12.490281742082972,14.677156569105682,13.732551440937089,12.890435166233294,12.890435166233294,13.94085778758809,12.932859668040395,12.323052531548964,12.57231766101912,14.37254119952535
1748378925000,12.705992182033842,17.34172210407938,14.990103251155851,12.959940324081598,15.442071797184697,14.287180860780385,13.092660157461705,13.879993303692324,13.689844601271611,13.092973754918214,15.372834346560682,14.31212671777525,13.610952593611625,13.710018508388352,14.77649338813148,13.87534035460888,13.014298586389755,13.230451459154985,15.10522065810918
