"Time","dev-k8s-lc869-01","dev-k8s-lc869-02","dev-k8s-lc869-03","dev-k8s-lc869-04","dev-k8s-lc869-05","dev-k8s-lc869-06","dev-k8s-lc869-07","dev-k8s-lc869-08","dev-k8s-lc869-09","dev-k8s-lc869-10","dev-k8s-lc869-11","dev-k8s-lc869-12","dev-k8s-lc869-13","dev-k8s-lc869-14","dev-k8s-lc869-15","dev-k8s-lc869-16","dev-k8s-lc869-17","dev-k8s-lc869-18","dev-k8s-lc869-19"
1748384961000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384962000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384963000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384964000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384965000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384966000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384967000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0
1748384968000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384969000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384970000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384971000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384972000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384973000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384974000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384975000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384976000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384977000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384978000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384979000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384980000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384981000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384982000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384983000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384984000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384985000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384986000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384987000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384988000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384989000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384990000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384991000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384992000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384993000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384994000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384995000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384996000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384997000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384998000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748384999000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385000000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385001000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385002000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385003000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385004000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385005000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385006000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385007000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385008000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385009000,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
1748385010000,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1748385011000,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1748385012000,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1748385013000,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1748385014000,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1748385015000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385016000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385017000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385018000,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385019000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385020000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385021000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385022000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385023000,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385024000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385025000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385026000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385027000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385028000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385029000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385031000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385032000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385033000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385034000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748385035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
