"Time","10.244.1.173:32000","10.244.20.254:32000","10.244.21.15:32000","10.244.22.190:32000","10.244.23.28:32000","10.244.24.156:32000","10.244.25.199:32000","10.244.26.148:32000","10.244.28.200:32000","10.244.29.56:32000","10.244.30.88:32000","10.244.31.26:32000","10.244.32.247:32000","10.244.33.120:32000","10.244.34.173:32000","10.244.36.32:32000","10.244.37.129:32000","10.244.38.32:32000","10.244.39.131:32000"
1748374840000,10.069016520734253,10.506635010184793,13.123581342905114,10.640629846821962,22.602563010500887,11.402476943294612,10.460912765821258,10.849864842907575,10.978798790134167,10.686464750112139,12.59096027561228,10.600698188550298,10.944617131411526,11.042501345415568,12.281969838042826,11.26003830681891,10.324967872494424,10.608428484911151,12.068420508427009
1748374845000,10.090730357963192,10.506610391394453,13.059154000305274,10.640629846821962,22.617580457820424,11.399374978766314,10.464014731876887,10.865473148298596,10.978798790134167,10.686464750112139,12.626608284026,10.605326518855522,10.944617131411526,11.042501345415568,12.143809186649328,11.25998906926247,10.331171804605681,10.583858944248314,12.069897635120164
1748374850000,10.554968258899843,10.752502869320015,13.069616981048465,10.640629846821962,22.61945148404384,11.38036929133897,10.404461907364462,10.880416746677696,11.5626580218605,10.686464750112139,12.907656394558458,10.822808805644593,10.967881865373755,11.08147285214806,12.21195399831312,11.113630432748883,10.436490937827738,10.589718213464502,12.120735412142967
1748374855000,11.61330856347457,11.716919362136991,13.427697110247811,11.273824822621703,26.858310630727868,12.572016045526993,11.315750601929128,11.698597222017066,12.443715290582968,11.59794994610952,13.706782329026195,11.73510687011625,11.830228004240336,12.226910182370895,13.340380872381608,14.31215133655347,11.678188254873287,11.635425437106408,13.28188008685505
1748374860000,12.326443170062676,14.357580051689611,19.469022191366687,12.35815890928965,32.11446643009673,13.748005264476943,12.402571185197221,12.732364338222624,13.418865575988603,12.465835307348062,14.706674498724501,13.073162085112038,12.925590764220662,12.999890200303204,14.360361974998142,19.131154079085363,13.576886906256616,12.52921018035717,14.379040556975239
1748374865000,13.278676174799836,18.876802156999933,21.50337031073822,13.188722630073313,33.249096122002726,14.48354013917481,16.818786097283564,13.708277325612883,14.357998571125407,13.217249286178879,15.903172328085757,17.736771099523875,13.862851808322226,13.981957398702393,15.00170608217063,20.260737480120337,18.65921210062187,13.35379153803355,14.98131434733157
1748374870000,14.25518337852536,20.440858526151803,22.370591392290386,14.122094368700672,34.893358890895044,15.295417807541318,19.848766845398995,14.480051404008924,15.031420962112174,15.636043055267654,18.79405840266395,21.1551623116048,17.22378113719989,14.769708676293261,15.855855013050421,23.194483424176624,24.452330659734017,14.02844453635455,17.886650221322817
1748374875000,15.097296208744327,21.109332540280036,23.073038991220944,14.972771631289483,36.450865128059434,15.942152792925157,20.857964420941716,15.521154916123825,15.751692911117795,20.054693050762417,21.58947280829988,25.35670147761907,20.79559481646956,15.69022895944846,16.902941403832354,26.897344618581272,26.30674012910087,15.075062654790566,25.42974539259566
1748374880000,15.420394167692864,21.22090489810529,23.274494453389266,15.673815959861543,36.978026766507256,16.4270686287495,21.285444885941203,15.917197201337292,15.523919862883185,21.29562657467783,22.77664011612191,26.577768258516866,21.80420104472196,15.825853741880117,17.35085567529588,27.854054958960496,27.219432094024043,15.159061926074733,28.272795757692137
1748374885000,19.01169543709068,20.939068986281917,22.92889604474709,16.38921303613544,36.77937794286576,18.865606648248548,20.93494734043339,19.31828141233007,15.185854633921048,20.868170938925275,23.16628171084837,27.23939792315987,21.38440184522576,15.382568239526806,17.840695746710068,27.68526861548915,27.16667405230013,14.831459844310846,28.88016563513986
1748374890000,20.220530851620637,20.590663865376573,22.40323589220914,19.492927025017604,36.40536964831108,20.936266445951222,20.62275661383477,20.445722979659962,14.64468438464595,20.63114145893762,22.694758019447857,27.00719360699567,20.864281173881853,14.691002481079247,20.38342288828633,27.187501538673644,27.216354746746628,14.606764255503526,28.428263342146852
1748374895000,20.21117568365352,20.15082455714489,22.1339310772685,20.47272977936651,35.62539790080705,20.504773332558663,20.03769134945371,19.943795329325397,13.945461501381853,19.89075668731853,22.02483149668951,26.627990566084186,20.3262380408189,13.740471922051078,21.684944477242148,26.75787923996908,26.80362092990049,14.048656553272574,27.895833025598606
1748374900000,19.897014371999884,19.352535661548746,20.851662013717583,19.401566739045876,34.81465269568103,18.870136501210506,19.080390158397222,18.59928999443616,11.891762011138525,18.491278309734604,21.4053488753398,26.25518840750971,19.199018597508285,11.318871613627177,21.361625903694247,26.132192991526214,26.297286518264674,13.467530293406599,26.893036332392896
1748374905000,18.256807238733547,17.362918882562955,19.576704727297795,17.172582559072758,34.08889147112391,18.09858437171186,17.275710621033298,17.474408780041063,10.851273456167968,17.127226336565123,20.01490421567242,25.262706982377882,17.744738846591112,11.037085216874095,19.630481804498245,24.522198752320318,24.5758184512819,10.929875872120217,25.38838584518728
1748374910000,16.730511584898395,17.05193432297588,19.57704939019286,16.988532573105463,34.480329852075684,18.067564726428888,17.137377706219194,17.3408519082015,10.86053012133617,17.010336435133734,19.110902234352174,23.8807318670389,17.414601193222357,10.952248948901781,18.581745954763466,23.934499278669797,23.621742320172135,10.570958704461415,25.22119972230018
1748374915000,16.5366626570745,17.015596988432613,19.92742384180958,17.01201888752665,31.475166312074375,18.088539915144036,17.02083241012915,17.357715771281704,10.843838581484995,17.024270656744978,19.126412072266984,23.620732950265143,17.406206193983074,10.97140234892571,18.589328542188483,23.904168943903652,23.52110075481174,10.546930776919403,25.164847338956264
1748374920000,16.493653503288833,17.07187554315206,13.207088238624893,17.00108814999729,27.837768239920706,18.13878681674923,16.458637990713797,17.304957729557795,10.833301739219063,17.450519972958748,19.236211877187685,23.614627493266767,17.438358302506536,11.024603502462615,18.70944362026205,23.989546866768098,23.480504389528157,10.550746687543391,25.203498820760522
1748374925000,16.993096378417526,17.34908312239133,13.177299516979572,16.9797682880594,27.822455367408004,15.203983710254848,10.657469091123946,17.50232647454172,10.852307445362287,10.693136435724588,16.198179292741543,23.54699970949842,17.070135417984797,11.025563634340422,15.535859976198555,24.077485142567344,23.53156373555493,10.549564986188866,25.190130824187456
1748374930000,10.418628995210646,10.506856579297864,13.18035224547876,13.960521327247571,27.81807322704263,11.615503126337106,10.527629654795492,10.935759760114625,10.852012019878195,10.515216613137262,12.726068197003498,23.559875330507097,11.054983059827048,10.954858538108127,12.159737543999933,21.298862120070705,23.56689168229959,10.573642151287316,22.272854842759866
1748374935000,10.251836197902179,10.432261644564738,13.181903228506576,10.617118913622555,27.844242975404377,11.584188055860965,10.526398715884529,10.855822587236641,10.854252329799225,10.517850821109706,12.714398890381883,24.3286705367386,10.935705138084199,10.973125662552542,12.134232477206695,11.248738287616263,24.512154290806855,10.523666031502188,12.50616700394393
1748374940000,10.183740422646794,10.441198265458507,13.124566094033884,10.496708469352082,27.79207581004357,11.596620532740252,10.400695234296913,10.879801277222215,10.83911177373953,10.537471977689489,12.72788998748873,14.241323111616616,10.887476975299007,10.970466835814003,12.118427213807793,11.128623268684422,10.653382373939547,10.510987360719263,12.415028286976174
1748374945000,10.148116927782535,10.44661439933352,13.100119647262146,10.48011541283229,27.80172636635383,11.620599210919309,10.432453458199777,10.90203203395422,10.847752969149209,10.581859612963454,12.734093922654655,10.888737893715811,10.887501594065105,10.968325003163512,12.126329845507245,11.112473350172577,10.560077204488495,10.546635351580772,12.409809105993688
1748374950000,10.15434550013959,10.430759898353939,13.070527875842577,10.470267901544581,27.812041629348716,11.604227731464409,10.444442803192564,10.893883218363639,10.820696918564488,10.588949817599563,12.737171271447274,10.803113783069174,10.890185039569742,10.985361189303047,12.14895451383059,11.082955435087667,10.461257428716328,10.50901785846172,12.398582943125698
1748374955000,10.153730028562805,10.417342657618113,13.005731251569447,10.46563957123936,27.8009631846048,11.610874798310759,10.444122759075713,10.85614263135349,10.857378916172527,10.607044610681294,12.716688437883592,10.794891111143937,10.891169790213647,10.986518271309635,12.15584777512606,11.055136215699887,10.45571820361699,10.500721330201825,12.423374052792507
1748374960000,10.064683600833693,10.413329794792535,12.979487633987702,10.459361782793444,27.802021791547,11.615330794974424,10.434989192356362,10.866827181100657,10.78322711966554,10.588408204745415,12.7148912661887,10.718597517442404,10.894271754741943,10.996956628135015,12.12344944703735,11.047110494000403,10.474083812168569,10.492695608502341,12.431867531278158
