"Time","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-mfwtk"", uid=""ad4da0c0-7b10-4c55-a1df-f13a7db44088""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-52qfp"", uid=""16e74065-e6ed-45e6-9395-7706811b6dcc""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-46bgc"", uid=""6bf84021-d250-43a0-939d-78dc372a108f""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-7xz79"", uid=""22c4cafc-df12-4d57-94b6-b2403d6f5f70""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-qvhcg"", uid=""6e446da9-fb70-4049-8e6f-ead2026ccff1""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-wnmtq"", uid=""0ac1466b-7f67-46a1-9e07-22eb487d8a12""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-7kp59"", uid=""aeec5378-8496-409a-b22f-a3f2e55cd0e1""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-nf685"", uid=""8d43fa2d-790a-4d9b-94bf-ded4e8e9b826""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-xzkd6"", uid=""af3fc16b-4350-43a8-87b2-86dd0c18e795""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-ml928"", uid=""a31772dc-e790-4f9a-b169-7a262a32e43e""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-lmnd5"", uid=""eecf053b-7d9d-4865-bdd8-25ca07224c06""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-shd4t"", uid=""44fba6ca-c01b-4906-a7b8-6e36f31f8e0b""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-qlzwc"", uid=""06d1c3b5-c80d-4b4f-93b5-8131612632a9""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-l5jpr"", uid=""83d3f795-7fa0-4403-940b-cd94a4b7519f""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-lvzrf"", uid=""8e8b978a-8687-45f6-b4fa-ede12fdda64d""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-j9phk"", uid=""11eea21d-bbad-476d-bdde-20bacb1e57f3""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-fspcw"", uid=""21474640-d2dd-408d-bb3a-fc489f0e91cb""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-l6jxv"", uid=""40eb5d63-33b2-4cbc-a6af-d9305994fc6f""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-qk2bd"", uid=""5b8a7fbe-05be-481a-b039-80be6873446f""}","{instance=""kube-state-metrics.kube-system.svc.cluster.local:8080"", job=""kube-state-metrics"", namespace=""basic-sched"", pod=""dummy-sklearn-inference-deployment-md4rg"", uid=""5e8c44e9-a433-443f-adef-ede2a0c1ce91""}"
1748365040494,23,39,40,40,38,41,34,34,29,26,43,26,40,41,44,25,28,43,34,22
