"Time","10.244.1.173:32000","10.244.20.254:32000","10.244.21.15:32000","10.244.22.190:32000","10.244.23.28:32000","10.244.24.156:32000","10.244.25.199:32000","10.244.26.148:32000","10.244.28.200:32000","10.244.29.56:32000","10.244.30.88:32000","10.244.31.26:32000","10.244.32.247:32000","10.244.33.120:32000","10.244.34.173:32000","10.244.36.32:32000","10.244.37.129:32000","10.244.38.32:32000","10.244.39.131:32000"
1748364935000,10.38593514505188,10.651688922873761,13.346873661353936,10.727312564932028,17.926277627794786,11.735913511320447,10.733418021930408,11.082044540293554,11.05080875188149,10.829450543606974,12.597336542310591,10.804147771754383,11.085411854723676,11.215522033549469,12.373231693836784,11.196940378242909,10.596316046027269,10.687799425890091,12.23390793561697
1748364940000,10.342212044237142,10.652329011422626,13.35578565906931,10.784846649630472,17.98314697748023,11.70659256089821,10.743733290004284,11.089504030093995,11.063167384632655,10.837623973951377,12.609473605948688,10.810671747982493,11.12182300978202,11.230687193465588,12.33305382800033,11.213016440420095,10.624553784644775,10.694077214336007,12.265444590515862
1748364945000,10.360306908594593,10.676086144101657,13.403127569584978,10.755377972102002,18.05153790969935,11.717572530577739,10.848190765988667,11.024855118490178,11.17013602866415,10.850474969854321,12.613683419096994,10.792601564769544,11.107002512591269,11.197254909105053,12.326062091543495,11.260801488943708,10.642968630752794,10.689670453034758,12.393880756485817
1748364950000,10.739535875345833,11.248965395335922,13.554040680069129,10.907620496609995,18.761666217784498,12.087075590936552,11.015524601545074,11.405904567768111,11.579768081147472,11.018694998599193,12.918562518679508,11.182513774206413,11.361191272548943,11.794924693656384,12.793769870441155,11.572007464413556,11.113728907861761,11.088248472404812,12.729902460400695
1748364955000,11.110443666378956,11.582328435342932,13.852001752857007,11.492931948773247,19.221840193680755,12.422063141226536,11.342265026071285,11.686730970915377,11.821647696247457,11.716169260910176,16.372997322952738,11.4781853006199,11.75228499077535,12.176958705958874,13.171668302174972,12.09717524138712,11.509894286966327,11.442857353875242,13.1390173168486
1748364960000,11.402078718322294,11.622358588437343,14.050896862090529,11.58338133995086,19.540997877369986,12.571499051438941,11.520751168161027,11.860908826816743,11.929428760360203,11.591130547900487,19.164201915440366,11.677942067091093,11.941824870960737,12.023239130445488,13.190698627108539,12.27223937330438,11.513907147816068,11.732817323741857,13.344608733757763
1748364965000,11.398361269998517,11.682059155014182,14.368331388449857,11.731611003609114,19.539693082766814,12.68425300016593,11.607901643057259,12.061207206408762,12.117417843403814,11.938181293578292,19.185398693923933,12.104831681413316,11.89623091614799,12.207018219364038,13.607543985161763,12.40264504153188,11.705392004805585,11.80773226586311,13.473561894070322
1748364970000,11.475516786864162,11.575558267999167,14.178422133266372,11.82464536649975,19.66854770452163,12.783934384095097,12.5104752901323,12.141267473177841,12.425842048795428,12.026365713739882,16.052879192149167,17.718405490972295,12.006941507288879,12.225383818872846,13.553505740363345,12.486201174808096,11.78395052610329,11.90852154389282,13.50384299128003
1748364975000,11.558359261099291,12.329557959771911,14.355677336445147,11.871593376563908,19.756288986893463,12.998216124208566,18.121858028429767,11.9431109272909,12.28132974949396,11.927373655261448,13.083016038157155,17.770892726135788,12.155441904389575,12.607664018836312,13.651907045356182,12.373644120789573,12.00763674500362,12.018690576424074,13.888979157742359
1748364980000,11.57950686447759,17.551991192381568,14.450705820371546,11.927798047238511,20.225941187737295,12.810473413948303,18.056396697144713,12.117584208530898,12.12066752372882,11.878850067283087,13.362980921914613,17.785639374289133,12.341412063490813,12.45918824050171,19.75347728104171,12.277261604061113,11.758322377977027,11.872110370906512,13.463222007218226
